pid,guid,creationTime,days,content,nickname,productColor,referenceId,referenceName,referenceTime,score,userClient,userLevelId,userLevelName,userProvince,userRegisterTime,内存,版本,颜色
5729526,c1ec0c28-082b-46f2-838c-407776abaef0,2018-02-23 15:12:21,3,京东物流给力。没有损坏,i***伴,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-20 23:01:46,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,ef585917-34bb-4f66-9cde-ad75a6e3a2bc,2018-02-23 15:09:54,35,买给男票，他喜欢 就好。,毛***话,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-19 00:30:03,5,4,62,金牌会员,,,64gb,公开版,银色
5729526,1d4e35d1-8420-49ee-83ff-03305a6469c5,2018-02-23 14:55:58,15,还是很不错的啊，暂没发现什么不好的地方。,巴***7,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-08 10:14:33,5,0,105,钻石会员,,,64gb,公开版,银色
5729526,0f4e8edc-f222-4c55-963c-e96df42e7436,2018-02-23 14:54:02,1,不错,幽***妞,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 12:41:56,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,1c4e95a4-ba2a-477d-91fd-d4cd936c6265,2018-02-23 14:41:19,13,这拍照，配个手机壳，简直完美。,杨***2,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-10 22:58:49,5,4,62,PLUS会员,,,64gb,公开版,银色
5729526,098fcde3-6802-450d-88b6-5c9d1f5c39c8,2018-02-23 14:02:24,1,早就心水iPhone X了，终于狠下心买了。,炽***佑,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 18:28:42,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,9db895a8-00f9-4096-8ce3-9f9f5c2474a0,2018-02-23 14:02:09,1,一起买了两部，不知道会不会绿屏，好多人都出问题了,G***v,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 11:38:26,5,4,105,PLUS会员,,,64gb,公开版,银色
5729526,2bc76bef-e960-4bd5-8d66-e9060b6d1309,2018-02-23 13:51:32,45,占屏比大，手机大小比5.5寸的iPhonePlus还小，刘海还不太习惯,e***h,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-09 10:35:21,5,0,105,钻石会员,,,64gb,公开版,银色
5729526,e5639c2d-cf3b-4684-becf-c8de708a4ada,2018-02-23 13:49:47,14,拍照杠杠滴，光线不好也不用担心。电池续航不错，一天不用充电,小***儿,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 23:01:10,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,687f9b11-a8c5-47ae-bd6a-baa537fb6329,2018-02-23 13:48:02,12,电池用量很不错?，外观和手感都很好。,L***丶,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-11 17:32:34,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,bf9d0879-2b20-41a7-8fa5-8887a9fea4f1,2018-02-23 13:47:46,14,开心开心，超级好用滴啊！某东24期免息直接让我退了还在路上跑着的8换成了X，给力！终于换掉了我用了快5年的5S了，两代大变革机型得好好珍藏啦~,P***s,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 22:14:30,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,71f63e6d-b75c-456b-b9ea-ed1a948d2b43,2018-02-23 13:46:45,5,真的很好很快，京东值得信赖！,d***u,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-18 17:09:57,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,f8777a1a-21f0-4cd9-bb9d-642e594708d4,2018-02-23 13:44:30,10,都还不错啦！赞！帮朋友买的送人！,紫***蚊,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-13 11:09:56,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,315284f4-f5b6-41e2-9b48-f8ca4ad5c53d,2018-02-23 13:41:07,1,说好的发票呢，差评,孟***爸,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 17:15:39,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,f5eeb1a0-28a3-4d4b-bf16-7e54051b5859,2018-02-23 13:31:21,24,正品行货，已查清楚，大小合适单手操作方便  ，象7P8P那样的太大了单手操作很不方便，手机屏幕非常清析明亮，拍照特清楚。系统很流畅，流海刚开始看有点别扭，但看一段时间反而顺眼了。好东西越看越有味道。唯一的毛病价格太贵。,j***0,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-30 23:26:59,5,4,105,钻石会员,,,64gb,公开版,银色
5729526,957d0456-ccf5-41ec-bbe5-9b8f71b17f06,2018-02-23 13:30:24,16,手机是原装正版，配送速度也很快。,O***O,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-07 12:42:07,5,0,105,PLUS会员,,,64gb,公开版,银色
5729526,3cfdb5af-42d1-4eb1-9e45-b29fb9a3f91a,2018-02-23 13:22:03,24,用了一段时间了，机器没毛病。价格小贵，好在能12期免息。,j***t,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-30 09:18:23,5,4,105,PLUS会员,,,64gb,公开版,银色
5729526,afe6b8ce-2a42-4b11-9135-41416d810faf,2018-02-23 13:17:05,14,真棒，颜值高，速度快。很喜欢啦啦啦啦,j***o,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 12:44:10,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,cf382d6a-c7fd-40d1-a272-984a9304b499,2018-02-23 13:00:20,14,机身尺寸大小还算不错，手感很好，就是容易死机,豪***迈,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 09:07:11,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,c0ac7210-e044-40af-bf66-f17301ed525d,2018-02-23 12:57:20,1,屏幕清晰度很好，拿着很有质感，相信京东是正品，下次还来。,j***q,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 16:45:20,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,a18d675f-c2ea-46f2-b09a-7846f251ab93,2018-02-23 12:49:00,3,此用户未填写评价内容,念***儿,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-20 19:59:33,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,dc9d3d67-58d3-4f3b-b671-6c84d5751604,2018-02-23 12:26:13,7,一直在京东买,j***u,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-16 14:50:22,5,2,62,PLUS会员,,,64gb,公开版,银色
5729526,afb6056e-6bc3-47b7-999e-8e2957f56b0c,2018-02-23 12:25:24,1,昨晚买 今天上午就到了 速度很快,吴***1,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 21:09:15,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,8a9ea209-ef6f-4423-89c2-b866dc706a4a,2018-02-23 12:18:00,1,此用户未填写评价内容,甜***8,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 20:00:31,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,cfdadafb-6249-4157-a843-d34ffe8edd2a,2018-02-23 12:15:57,1,刚收到货，等打开用段时间在追评,l***8,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 17:38:19,5,2,62,PLUS会员,,,64gb,公开版,银色
5729526,93aa295b-eade-4a2a-bfe4-f7cbb96f9a29,2018-02-23 12:03:11,2,东西收到了，拍照很清晰，外观很漂亮，操作流畅,s***5,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-21 10:28:09,5,2,62,PLUS会员,,,64gb,公开版,银色
5729526,4fc7fec5-3c2b-4f80-96f7-df7a45990e68,2018-02-23 11:51:00,1,手感非常好，更新中，用着也很流畅,i***6,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 11:45:03,5,4,105,钻石会员,,,64gb,公开版,银色
5729526,eb67b219-c816-4dfc-8030-fad8956dc2ea,2018-02-23 11:49:42,1,感觉就是不一样6666,萌***伴,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 20:05:41,5,2,62,PLUS会员,,,64gb,公开版,银色
5729526,e9d68bf1-cd0a-4112-a797-07a3f0a3fa7f,2018-02-23 11:26:14,1,第一次用感觉有点不习惯，用一段时间再说吧相信京东,养***吃,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 17:17:03,5,4,105,钻石会员,,,64gb,公开版,银色
5729526,f9f39ad8-6543-4079-b39f-5beea7602476,2018-02-23 11:02:40,16,不错，已经买了第二次了，下次还来买,1***p,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-07 16:53:09,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,4219568b-5745-4411-a16e-1a509ae99f0b,2018-02-20 17:00:05,8,太好了 简直太好了,H***n,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-12 22:57:36,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,59659b54-f170-40b8-904e-f9fb1d65b2ea,2018-02-20 16:52:41,7,过年期间京东快递还是很给力的，手机按时送到了，媳妇看到礼物?乐开花?！手机质量杠杠的，中间有个小插曲，打电话听筒有杂音，原来是手机屏上还有一层没撕??,蔡***6,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-13 09:42:57,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,14c24276-61c9-42e3-a98e-40e878f1fe0f,2018-02-20 16:51:43,0,还没拆包装、送人、上午买的下午到的很快啊。,j***2,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-20 09:52:52,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,d2047b91-3f8f-49e8-9f4d-5c5347cb10bf,2018-02-20 16:08:01,11,说心里话，用了很多代水果机，这个感觉最差！图片就是我一直带外壳使用，第一次拿出来看就这样了，也不知道划痕怎么来的，不建议购买,j***9,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 09:15:57,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,2f153dda-1749-4d99-b982-3ad75ec9232e,2018-02-20 15:53:53,23,是正品,王***兵,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-28 08:54:36,5,4,105,钻石会员,,,64gb,公开版,银色
5729526,1169ab75-c1d7-41a7-a508-b68ed66d798b,2018-02-20 15:51:42,33,"除了原来就有的bug 其他都挺好,通话的时候反应迟钝",j***h,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-18 12:21:09,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,82b3a0cc-9c4a-406d-870e-3072db5a2ed6,2018-02-20 15:51:39,2,配送速度很快，在京东买了好多台手机了！一如既往好评！,j***彬,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-18 13:22:18,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,c2cb42ff-14b8-49da-8e8d-7a5dec4b5c6d,2018-02-20 15:51:10,2,设计非常好，用起来很快捷很方便,E***n,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-18 19:13:54,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,42c0c36b-d8d5-4e61-85d9-39a6d9cd0690,2018-02-20 15:29:28,10,用了一周左右，感觉还是不错的，送给老婆当一周年礼物了，只是中间有一次机器自己突然黑屏不能开机，百度了一下也解决了，后面也没有其他问题，提醒一下拿到新机的朋友们，设置siri的时候请把前后保护膜去掉，不能可能设置嘿 siri时会有问题，其他试用ok，就这样,y***a,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-10 08:39:04,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,7f742b92-11d5-4cbe-97ca-9fad92b554b2,2018-02-20 15:17:25,60,嗯嗯！这个我要好好评价一下，毕竟是个大件啊&hellip;&hellip;价格在那放着呢，总体使用感受很好很流畅，正面的这个原屏幕好像材料不同？前一个月贴了钢化膜，破了后就一直没再贴膜，到现在还很光滑呢，不知是不是我用的比较爱惜的缘故；电量是真的很不错，要带着么强的一款性能机器，电池制作是没得说了用个一两天没毛病，最后就是它超特别的颜值了，应为后边套了个可很多人见了都问我是什么手机，学得感谢国产手机的高相似度，在人群中也可以非常低调，很满意！,L***旭,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2017-12-22 01:24:11,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,b0a0a8b1-79b3-416b-aa20-b68dbd5a38ac,2018-02-20 15:07:17,2,非常好?,帅***杰,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-18 16:19:42,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,8e29b1bb-5d87-403d-8207-0ac11ba5a9d8,2018-02-20 15:01:06,50,一拆封就发现摄像头里面有白色小灰尘，其他都好。,j***m,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-01 12:49:57,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,c52f05a5-70f2-4cc1-8a5b-cdf7e73f01c7,2018-02-20 14:32:42,1,用了极速达 因为着急去机场 但手机突发问题 所以选择了京东。先说一下外观：比7大一点 但是比6sp明显小 重量差不多和6sp一样 但比7重很多哦。其次说一下使用感觉：开机很惊艳 或许是用惯了plus 突然拿小手机不适应了 但是一天左右就可以习惯了 后面非常容易留指纹 所以买了apple原装手机壳 /强力推荐 最后说一下配送 花99买的配送 快是很快 一个半小时就送到了 但是配送员的态度不太好 因为卡消磁了 所以给的现金 但是配送员一直希望找别的卡 可能是春节存款比较麻烦 能理解 但由于之前赶飞机 心情也被弄的不太好,沉***者,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-19 09:25:58,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,4744ea6a-8312-4c9a-9317-7a351d68a356,2018-02-20 14:27:21,1,一直在京东购物 挺满意的。,0***0,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-19 20:56:21,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,269b349e-3729-4c5e-b10f-63a6ffd18135,2018-02-20 14:13:22,3,苹果手机没的说，运行速度没问题，外观看起来高大上，只是物品包装盒与快递包裹之间连个缓冲物都没有，是不是有点说不过去了,E***z,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-17 10:41:31,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,8112fcc7-9931-4d35-b621-48458b8bf5bf,2018-02-20 14:03:16,2,挺好的，就是用的有点儿不太喜欢！,A***l,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-18 15:32:08,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,03891c09-1208-4c1d-bd97-d8e510a84be1,2018-02-20 13:55:52,11,送给老婆情人节的礼物，老婆很喜欢,云***零,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 23:45:06,5,4,105,PLUS会员,,,64gb,公开版,银色
5729526,59f24eb2-7d02-4dac-88da-ca4a8fa96ddf,2018-02-20 13:50:26,26,太好了,l***s,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-25 09:54:16,5,4,105,PLUS会员,,,64gb,公开版,银色
5729526,519efa06-c2c0-481c-be00-10a7445d3baf,2018-02-20 13:50:04,3,嗯嗯挺好的，以前的6坏啦！换个x,j***1,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-17 14:13:01,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,c6e2966b-8203-4f73-b93b-22cef91f69d5,2018-02-20 13:48:37,1,之前用7P，所以纠结买8P还是X，事实证明没选错，很喜欢,j***l,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-19 17:38:37,5,2,61,银牌会员,,,64gb,公开版,银色
5729526,e5757f65-f8b3-4c8b-b134-6d9df56706b5,2018-02-25 17:21:22,4,此用户未填写评价内容,我***醒,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-21 23:14:27,5,4,61,银牌会员,,,64gb,公开版,银色
5729526,27db8ae8-dda9-44b3-ac77-8164ef74bfac,2018-02-25 17:05:59,16,此用户未填写评价内容,w***h,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 17:12:26,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,d9b40b7a-9853-481b-829d-0f3f5e86866d,2018-02-25 16:57:05,16,此用户未填写评价内容,jd_lihhui,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 14:10:28,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,8936e936-dfe1-4077-85f6-44a52b3f6dab,2018-02-25 16:40:55,3,此用户未填写评价内容,j***5,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 09:43:59,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,e9163d2e-268c-4dc0-a2d5-4ab85d475f03,2018-02-25 16:34:49,16,此用户未填写评价内容,c***5,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 17:40:35,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,7951ad14-a332-4827-a3fb-90f3bc9a11b6,2018-02-25 16:27:45,1,好好好时好哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈凑二十字,玮***8,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-24 09:10:59,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,04bcb544-5090-45cd-9495-49efd7f6d735,2018-02-25 16:23:21,1,我去！登录ID死机！一个小时没碰他，还卡在那个页面！！厉害了！！神器啊！！,沉醉影,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-24 15:37:20,1,4,105,钻石会员,,,64gb,公开版,银色
5729526,f45ed970-93da-4e13-8736-11efe00a574f,2018-02-25 16:06:19,2,此用户未填写评价内容,M***g,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-23 16:56:07,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,e187ec13-11c5-4ba1-8c58-b22975d673a8,2018-02-25 15:58:02,7,好评好评&sub;((?▽?))&sup;好评好评&sub;((?▽?))&sup; 好评好评&sub;((?▽?))&sup;好评好评&sub;((?▽?))&sup;,h***7,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-18 03:21:17,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,bc06bce9-6cb1-4870-ad43-1f4ded9261b6,2018-02-25 15:34:35,1,此用户未填写评价内容,刘***威,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-24 00:02:51,5,4,62,金牌会员,,,64gb,公开版,银色
5729526,f025e62c-f115-4a47-a078-254559ed711e,2018-02-25 15:10:34,21,此用户未填写评价内容,s***k,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-04 15:02:22,5,2,61,银牌会员,,,64gb,公开版,银色
5729526,82904c77-cab2-4e9f-a284-7692a20b4f51,2018-02-25 14:52:17,16,过年啦，，新年好。忘记晒单拉 哈哈哈,s***6,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 16:48:07,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,aa895e60-0b87-4ff6-82a4-ed3c380b4d12,2018-02-25 14:30:42,16,此用户未填写评价内容,不***侠,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 01:52:43,5,4,105,PLUS会员,,,64gb,公开版,银色
5729526,289b3ab3-eb6b-4704-9e15-373d2a00edae,2018-02-25 13:26:54,51,不错哦 很好 下次还会来买,d***u,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-05 16:31:52,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,81c5e324-5b43-4984-8415-f5f251ad1c5b,2018-02-25 13:25:24,20,此用户未填写评价内容,B***4,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-05 22:43:05,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,42ec00bb-a998-4711-bb09-d026391e95a4,2018-02-25 13:13:50,25,黑山第四十三你是老爹记得记得记得你,单***-,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-31 19:02:15,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,155daa5f-80bf-4ffd-bb0c-c332d7c1a082,2018-02-25 11:38:55,4,钟爱iphone,自***病,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-21 08:51:06,5,0,105,钻石会员,,,64gb,公开版,银色
5729526,327297ce-ffea-40b6-a56b-e60ab5933708,2018-02-25 11:05:12,1,此用户未填写评价内容,璀***丶,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-24 11:56:45,5,2,61,银牌会员,,,64gb,公开版,银色
5729526,fcb1437d-cdc1-448b-aec6-3c3578fa9191,2018-02-25 10:24:24,3,此用户未填写评价内容,XBack艺兴的小迷妹,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-22 12:51:38,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,50b0bee4-4ea9-4eef-a365-d7f628bad76d,2018-02-25 10:21:13,2,此用户未填写评价内容,兴***祖,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-23 14:45:59,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,5853c44f-f086-46e0-b45d-c62e2f322453,2018-02-14 10:04:27,5,此用户未填写评价内容,j***a,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 14:29:47,5,2,105,PLUS会员,,,64gb,公开版,银色
5729526,7a3d21cd-9738-4a3d-921b-ef061ad08871,2018-02-14 10:02:24,2,此用户未填写评价内容,j***d,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-12 13:09:30,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,726a74e7-d627-4a00-a60d-e3ade8419e8c,2018-02-14 09:08:18,5,此用户未填写评价内容,c***d,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-09 23:29:30,5,4,105,钻石会员,,,64gb,公开版,银色
5729526,71bd1db6-485c-4437-abf1-303754641668,2018-02-14 09:02:34,3,此用户未填写评价内容,富***娜,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-11 13:03:54,5,2,61,银牌会员,,,64gb,公开版,银色
5729526,453ead17-4039-4106-a734-c8f6c8b0e36c,2018-02-14 08:32:53,24,此用户未填写评价内容,岳***爷,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-21 12:43:51,5,2,62,金牌会员,,,64gb,公开版,银色
5729526,e4c19647-8175-4a37-a784-b2e52ecd0e70,2018-02-14 08:16:00,4,没毛病，苹果就是好用,j***b,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-10 11:54:58,5,2,105,钻石会员,,,64gb,公开版,银色
5729526,6c034aeb-42c1-47d1-958c-e086f5c46c9b,2018-02-14 07:45:50,10,此用户未填写评价内容,y***z,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-04 14:31:18,5,4,105,PLUS会员,,,64gb,公开版,银色
5729526,27eabf63-373e-40c4-a584-c9ad07d522f9,2018-02-14 01:11:12,27,正品保证！,小***宇,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-01-18 02:38:01,5,0,105,PLUS会员,,,64gb,公开版,银色
5729526,cdbfa4dd-10c1-4cd8-b540-29b9a0de34d3,2018-02-14 01:04:14,7,此用户未填写评价内容,j***0,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-07 10:32:32,5,4,62,金牌会员,,,64gb,公开版,银色
5729526,c518bb81-7374-4015-a82a-4d8e9305ebd8,2018-02-14 00:50:10,11,第一台苹果机，为2018开个好头，正品无异，使用中。,g***j,银色,5089235,【分期用】Apple iPhone X (A1865) 64GB 银色 移动联通电信4G手机,2018-02-03 10:00:13,5,2,105,PLUS会员,,,64gb,公开版,银色
5729544,c028b39f-8817-40f4-8793-c6d17ddc3131,2017-12-09 00:41:23,1,上午拍的下午就收到了，近几年电子设备都在京东买，但这回有件事情挺失望的，iphone盒外包装是个简陋的京东小纸壳箱，并且纸壳箱里没有任何填充物作为保护措施，意味着iphone包装在纸壳箱里可以做任何离心力运动，打开京东纸壳箱那一瞬间很是心疼，仔细看了下，包装一个角有明显被撞过的痕迹，或是直接掉到地上过，转念一想，手机平时不小心也摔一下，应该没什么问题，本来是想买来送人的，左看右看这样的包装实在拿不出手，果断拆开给媳妇用，激活后一切正常使用，唯独人脸识别偶有卡顿，不知道是不是都这样，这次购物精力不太满意，希望京东有关工作人员关注此事。细节决定一切,j***h,深空灰色,5089239,【分期用】Apple iPhone X (A1865) 256GB 深空灰色 移动联通电信4G手机,2017-12-08 08:10:53,3,4,105,PLUS会员,,,256gb,公开版,深空灰色
5729544,abb34884-656a-445a-b2ad-43ca012c93ca,2018-06-15 15:37:31,1,之前买了个黑的，拿到白的怎么觉得还是白的好看,我***c,银色,6748060,【分期用】Apple iPhone X (A1865) 256GB 深空灰色 移动联通电信4G手机,2018-06-14 10:01:40,5,2,61,银牌会员,,,64gb,双网通版,银色
5729544,e8d5a3eb-46b0-4d91-ac73-f3338f922b4c,2018-06-19 16:33:42,1,速度特别快618凌晨下单，下午6点就送到了，给物流点个赞，就是登陆icloud费了半天劲，别的都挺好的，速度比之前用的7快多了，回来才发现没有指纹解锁了，很尴尬,h***7,深空灰色,5089239,【分期用】Apple iPhone X (A1865) 256GB 深空灰色 移动联通电信4G手机,2018-06-18 00:06:56,5,2,61,银牌会员,,,256gb,公开版,深空灰色
